epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,2.1197152014436393,0.2543866579131833,1.9763170560201009,0.2832101255655289
2,1.9391093829582478,0.2866717723423037,1.936673879623413,0.28321010172367095
3,1.8749334503864419,0.3198337233785925,1.8219540119171143,0.37441938916842143
4,1.7858065305085018,0.39532718627617275,1.7872415065765381,0.3871919890244802
5,1.684138926966437,0.43689618182593376,1.6302697976430258,0.4819120367368062
6,1.5954606574157189,0.48218205365641365,1.623313061396281,0.47964670856793723
7,1.5496933645215527,0.4949000806644045,1.5526293834050497,0.5050295849641164
8,1.5302605957820499,0.5008805743579207,1.5429300308227538,0.4993955671787262
9,1.5083552886699807,0.5083057310046821,1.5239686012268066,0.5154805958271027
10,1.5011828459542373,0.5132652880816624,1.5337154388427734,0.5027145365873973
11,1.4878415013181752,0.5175058733800362,1.5167059580485025,0.5168261269728343
12,1.4910715982831757,0.5174357135748041,1.5174293597539266,0.5146125813325246
13,1.470835634346666,0.5234287848760342,1.5088663816452026,0.5192934970060984
14,1.4586944251224911,0.5276266757784218,1.496863317489624,0.5214536547660827
15,1.4561424913077519,0.5292856590501194,1.4967278162638347,0.5199393669764201
16,1.447489872060973,0.5329237857769276,1.4835433483123779,0.5233820259571076
17,1.439099104240023,0.5360205440685667,1.4731277783711751,0.5276073515415192
18,1.4383095400086765,0.5354639173581682,1.4887059847513835,0.5258761624495188
19,1.4275066441503064,0.54050445453874,1.4713027795155844,0.5302889664967855
20,1.4204418042610432,0.5423679860501454,1.4626808166503906,0.5314465343952179
21,1.4128104715511716,0.5469528076977566,1.4611453533172607,0.5339681943257649
22,1.4060460678462325,0.5489139022498295,1.4464326699574788,0.5399169186751048
23,1.3995687036678708,0.550571041374371,1.4526744524637858,0.5371494889259338
24,1.3958532358038014,0.5507055279509775,1.4450104713439942,0.5366391917069753
25,1.3875026374027646,0.5527660867263531,1.442302123705546,0.5390890121459961
26,1.3801223738440151,0.5547871641043959,1.4402721802393594,0.5425111512343089
27,1.3739758452464794,0.5562763322016289,1.4328428427378337,0.5432330747445424
28,1.3711575475232354,0.5573422348704832,1.4332302808761597,0.5434665739536285
29,1.3690536042739605,0.5562691796442558,1.4370896339416503,0.5428150375684102
30,1.3659449240257,0.557720288120467,1.439209532737732,0.5419471462567648
